繁體(OpenCC)	原書詞頭	简体	吴拼
上轎飯	上轎飯	上轿饭	zaon jiau vae
上菜	上菜	上菜	zaon tshe
上山	上山	上山	zaon sae
上山襪	上山襪	上山袜	zaon sae maq
上算	上算	上算	zaon soe
上圍	上圍	上围	zaon wei
上個月	上個月	上个月	zaon kou yuq
上個月	上個月	上个月	zaon goq yuq
上課	上課	上课	zaon khou
上頭	上頭	上头	zaon deu
上樑	上梁	上梁	zaon lian
上樑酒	上梁酒	上梁酒	zaon lian cieu
上兩日	上兩日	上两日	zaon lian gniq
上槍○	上槍○	上枪○	zaon chian
上一槍○	上一槍○	上一枪○	zaon iq chian
上香	上香	上香	zaon shian
上橫頭	上横頭	上横头	zaon wan deu
上首	上首	上首	zaon shieu
上裝	上裝	上装	zaon tsaon
上半年	上半年	上半年	zaon pun gni
上半夜	上半夜	上半夜	zaon pun ya
上半日	上半日	上半日	zaon pun gniq
上半日頭	上半日頭	上半日头	zaon pun gniq deu
上門女婿	上門女婿	上门女婿	zaon men gniu shi
上墳	上墳	上坟	zaon ven
上墳羹飯	上墳羹飯	上坟羹饭	zaon ven kan vae
上登	上登	上登	zaon ten
上燈夜	上燈夜	上灯夜	zaon ten ya
上濎下輕	上濎下輕	上濎下轻	zaon tin gho chin
上林湖青瓷窯址	上林湖青瓷窰址	上林湖青瓷窑址	zaon lin wu chin dzy yau tsy
上疄頭	上疄頭	上疄头	zaon lin deu
上任	上任	上任	zaon gnin
上身	上身	上身	zaon shin
上刑罰	上刑罰	上刑罚	zaon yin vaq
上春頭	上春頭	上春头	zaon tshyun deu
上風頭	上風頭	上风头	zaon fon deu
上工	上工	上工	zaon kon
上軛	上軛	上轭	zaon aq
上落	上落	上落	zaon loq
上上落落	上上落落	上上落落	zaon zaon loq loq
上落先生	上落先生	上落先生	zaon loq shi san
上學	上學	上学	zaon ghoq
上學生仔	上學生仔	上学生仔	zaon ghoq san tsy
尚怕	尚怕	尚怕	zaon pho
狀子	狀子	状子	zaon tsy
晌	晌	晌	zaon6
鞝鞋	鞝鞋	绱鞋	zaon gha
江	江	江	kaon1
江湖郎中	江湖郎中	江湖郎中	kaon wu laon tson
江貓	江貓	江猫	kaon mae
江白蝦	江白蝦	江白虾	kaon baq huo
肛門	肛門	肛门	kaon men
缸	缸	缸	kaon1
缸竈	缸竈	缸灶	kaon tsau
缸沙	缸沙	缸沙	kaon so
剛剛	剛剛	刚刚	kaon kaon
豇豆	豇豆	豇豆	kaon deu
鋼絲	鋼絲	钢丝	kaon sy
鋼絲牀	鋼絲牀	钢丝床	kaon sy zaon
鋼針	鋼針	钢针	kaon cin
鋼中○	鋼中○	钢中○	kaon tson
鋼筆	鋼筆	钢笔	kaon piq
鋼筆頭	鋼筆頭	钢笔头	kaon piq deu
港汊	港汊	港汊	kaon tsho
講書	講書	讲书	kaon syu
講起埭頭	講起埭頭	讲起埭头	kaon chi da deu
講纏話	講纏話	讲缠话	kaon ji wo
講武書	講武書	讲武书	kaon wu syu
講大道	講大道	讲大道	kaon da dau
講聊天	講聊天	讲聊天	kaon liau thi
講夜話	講夜話	讲夜话	kaon ya wo
講臺	講臺	讲台	kaon de
講閒話	講閑話	讲闲话	kaon ghae wo
講說話	講説話	讲说话	kaon soq wo
講究	講究	讲究	kaon cieu
講大話	講大話	讲大话	kaon da wo
講正頭	講正頭	讲正头	kaon cin deu
講勿來	講勿來	讲勿来	kaon vaq le
講勿睬	講勿睬	讲勿睬	kaon vaq tshe
講勿理踩	講勿理踩	讲勿理踩	kaon vaq li tshe
講勒來	講勒來	讲勒来	kaon laq le
槓箱	杠箱	杠箱	kaon shian
囥	囥	囥	khaon5
㽘	㽘	㽘	gaon2
㽘杴	㽘杴	㽘锨	gaon shi
扛	扛	扛	gaon2
扛	扛	扛	kaon1
扛	扛	扛	gaon6
戇	戇	戆	gaon6
戇性性	戇性性	戆性性	gaon shin shin
戇得得	戇得得	戆得得	gaon taq taq
戇大	戇大	戆大	gaon dou
戇大女婿	戇大女婿	戆大女婿	gaon dou gniu shi
戇戇鵝	戇戇鵝	戆戆鹅	gaon gaon ngou
行	行	行	ghaon2
行俏	行俏	行俏	ghaon chiau
行販	行販	行贩	ghaon fae
行會	行會	行会	ghaon wei
行當	行當	行当	ghaon taon
行情行市	行情行市	行情行市	ghaon jin ghaon zy
行勿住	行勿住	行勿住	ghaon vaq dzyu
行勿消	行勿消	行勿消	ghaon vaq shiau
行勒住	行勒住	行勒住	ghaon laq dzyu
行勒消	行勒消	行勒消	ghaon laq shiau
杭州籃	杭州籃	杭州篮	ghaon cieu lae
航船	航船	航船	ghaon zoe
絎	絎	绗	ghaon2
絎針	絎針	绗针	ghaon cin
項圈	項圈	项圈	ghaon chiu
盎○	盎○	盎○	aon1
盎○拔拔	盎○拔拔	盎○拔拔	aon baq baq
盎○拔幾糟	盎○拔幾糟	盎○拔几糟	aon baq ci tsau
䱀顙魚	䱀顙魚	𫚐颡鱼	aon saon ng
光是	光是	光是	kuaon zy
光芋	光芋	光芋	kuaon gniu
光榔頭	光榔頭	光榔头	kuaon laon deu
光禿芋艿頭	光禿芋艿頭	光秃芋艿头	kuaon thaq n na deu
光棍	光棍	光棍	kuaon kuen
光棍老倌	光棍老倌	光棍老倌	kuaon kuen lau kun
廣告	廣告	广告	kuaon kau
廣貨店	廣貨店	广货店	kuaon hou ti
廣橘	廣橘	广橘	kuaon ciuq
杠棍	杠棍	杠棍	kuaon kuen
狂風	狂風	狂风	guaon fon
荒地	荒地	荒地	huaon di
慌氣	慌氣	慌气	huaon chi
慌稀稀	慌稀稀	慌稀稀	huaon shi shi
慌急慌忙	慌急慌忙	慌急慌忙	huaon ciq huaon maon
王八	王八	王八	waon pa
王婆	王婆	王婆	waon bou
皇曆	皇曆	皇历	waon liq
黃	黄	黄	waon2
黃鼠狼	黄鼠狼	黄鼠狼	waon tsy laon
黃蜆	黄蜆	黄蚬	waon shi
黃狗	黄狗	黄狗	waon ki
黃狗	黄狗	黄狗	wu ki
黃鱔	黄鱔	黄鳝	waon yi
黃鱔骨	黄鱔骨	黄鳝骨	waon yi kuaq
黃菸	黄煙	黄烟	waon i
黃古古	黄古古	黄古古	waon ku ku
黃包車	黄包車	黄包车	waon pau tsho
黃包車伕	黄包車夫	黄包车夫	waon pau tsho fu
黃道吉日	黄道吉日	黄道吉日	waon dau ciq gniq
黃糙米	黄糙米	黄糙米	waon tshau mi
黃沙	黄沙	黄沙	waon so
黃瓜	黄瓜	黄瓜	waon ko
黃巖蜜橘	黄巖蜜橘	黄岩蜜橘	waon ngae miq ciuq
黃泉路	黄泉路	黄泉路	waon dzoe lu
黃梅天	黄梅天	黄梅天	waon mei thi
黃黴天	黄霉天	黄霉天	waon mei thi
黃𤿏糕	黄𤿏糕	黄𤿏糕	waon nei kau
黃婆雞	黄婆鷄	黄婆鸡	waon bou ci
黃頭貓	黄頭貓	黄头猫	waon deu mae
黃豆	黄豆	黄豆	waon deu
黃豆芽	黄豆芽	黄豆芽	waon deu ngo
黃豆湯	黄豆湯	黄豆汤	waon deu thaon
黃牛	黄牛	黄牛	waon ngeu
黃牛肩胛	黄牛肩胛	黄牛肩胛	waon ngeu ci kaq
黃蜢	黄蜢	黄蜢	waon man
黃亨亨	黄亨亨	黄亨亨	waon han han
黃腸癟西	黄腸癟西	黄肠瘪西	waon jian piq shi
黃楊	黄楊	黄杨	waon yan
黃楊樹	黄楊樹	黄杨树	waon yan zyu
黃央央	黄央央	黄央央	waon ian ian
黃胖	黄胖	黄胖	waon phaon
黃糖	黄糖	黄糖	waon daon
黃金瓜	黄金瓜	黄金瓜	waon cin ko
黃昏曉	黄昏曉	黄昏晓	waon huen shiau
黃昏頭	黄昏頭	黄昏头	waon huen deu
黃蜂	黄蜂	黄蜂	waon fon
黃蜂窠	黄蜂窠	黄蜂窠	waon fon khou
黃銅	黄銅	黄铜	waon don
黃齈鼻頭	黄齈鼻頭	黄齈鼻头	waon nhon baq deu
黃終爛熟	黄終爛熟	黄终烂熟	waon tson lae zoq
黃鮚	黄鮚	黄鲒	waon ciq
黃魚	黄魚	黄鱼	waon ng
黃魚車	黄魚車	黄鱼车	waon ng tsho
惶恐	惶恐	惶恐	waon khon
旺	旺	旺	waon6
旺旺動	旺旺動	旺旺动	waon waon don
旺興丁	旺興丁	旺兴丁	waon shin tin
旺七旺八	旺七旺八	旺七旺八	waon chiq waon paq
旺三無陳	旺三無陳	旺三无陈	waon sae wu jin
旺興夾腳	旺興夾腳	旺兴夹脚	waon shin kaq ciaq
旺興帶淖泥	旺興帶淖泥	旺兴带淖泥	waon shin ta na gni
黃汗	黄汗	黄汗	waon ghei
黃汗活崩	黄汗活崩	黄汗活崩	waon ghei waq pon
滉	滉	滉	waon6
望	望	望	uaon1
黃	黄	黄	uaon3
黃蒲蒲	黄蒲蒲	黄蒲蒲	uaon bu bu
枉爲	枉爲	枉为	uaon wei
曂亮	曂亮	曂亮	uaon lian
搬嫁資衣	搬嫁資衣	搬嫁资衣	pun ko tsy i
搬嫁妝	搬嫁妝	搬嫁妆	pun ko tsaon
搬屋	搬屋	搬屋	pun oq
半雌雄	半雌雄	半雌雄	pun tshy yon
半邊風	半邊風	半边风	pun pi fon
半肢風	半肢風	半肢风	pun tsy fon
半路里	半路裏	半路里	pun lu li
半夜餐	半夜餐	半夜餐	pun ya tshae
半夜三更	半夜三更	半夜三更	pun ya sae kan
半夜裏	半夜裏	半夜里	pun ya li
半夜過	半夜過	半夜过	pun ya kou
半山腰	半山腰	半山腰	pun sae iau
半生裏熟	半生裏熟	半生里熟	pun san li zoq
半當中央	半當中央	半当中央	pun taon tson gnian
半中央亨	半中央亨	半中央亨	pun tson gnian han
半半六十日	半半六十日	半半六十日	pun pun loq zyuq gniq
半中大	半中大	半中大	pun tson dou
半弗牢告	半弗牢告	半弗牢告	pun faq lau kau
半弗冷打	半弗冷打	半弗冷打	pun faq lan tan
半𥏘觀音	半𥏘觀音	半𥏘观音	pun jiuq kun in
半個	半個	半个	pun kou
半個	半個	半个	pun goq
半日	半日	半日	pun gniq
判	判	判	phun5
判官	判官	判官	phun kun
盤	盤	盘	bun2
盤	盤	盘	phun1
盤麪	盤麵	盘面	bun mi
盤纏鈿	盤纏鈿	盘缠钿	bun zoe di
盤纏	盤纏	盘缠	bun zoe
盤貨	盤貨	盘货	bun hou
盤香紐	盤香紐	盘香纽	bun shian gnieu
盤進	盤進	盘进	bun cin
盤骨	盤骨	盘骨	bun kuaq
盤出	盤出	盘出	bun tshyuq
蟠桃	蟠桃	蟠桃	bun dau
伴手果	伴手果	伴手果	bun shieu kou
鞔白鞋	鞔白鞋	鞔白鞋	mun baq gha
饅頭	饅頭	馒头	mun deu
鰻	鰻	鳗	mun2
河鰻	河鰻	河鳗	ghou mun
鰻鯗	鰻鯗	鳗鲞	mun shian
鰻筒	鰻筒	鳗筒	mun don
㒼	㒼	㒼	mun6
㒼襠褲	㒼襠褲	㒼裆裤	mun taon khu
滿師	滿師	满师	mun sy
滿嘴滿得	滿嘴滿得	满嘴满得	mun tsyu mun taq
滿孝	滿孝	满孝	mun hau
滿堂紅	滿堂紅	满堂红	mun daon ghon
滿進隔○出	滿進隔○出	满进隔○出	mun cin kaq tshyuq
滿月	滿月	满月	mun yuq
滿月酒	滿月酒	满月酒	mun yuq cieu
剃頭酒	剃頭酒	剃头酒	thi deu cieu
官司	官司	官司	kun sy
官司草	官司草	官司草	kun sy tshau
棺材	棺材	棺材	kun ze
管	管	管	kun3
灌水	灌水	灌水	kun syu
罐頭	罐頭	罐头	kun deu
觀音菩薩	觀音菩薩	观音菩萨	kun in bu saq
觀世音菩薩	觀世音菩薩	观世音菩萨	kun syu in bu saq
觀音娘娘	觀音娘娘	观音娘娘	kun in gnian gnian
觀音暴	觀音暴	观音暴	kun in pau
寬	寬	宽	khun1
寬舒	寬舒	宽舒	khun syu
寬緊帶	寬緊帶	宽紧带	khun cin ta
寬搭搭	寬搭搭	宽搭搭	khun taq taq
歡喜	歡喜	欢喜	hun shi
喚	喚	唤	hun5
換身衣裳	換身衣裳	换身衣裳	wun shin i zaon
緩泛	緩泛	缓泛	wun fae
緩泛泛	緩泛泛	缓泛泛	wun fae fae
緩泛頭	緩泛頭	缓泛头	wun fae deu
緩調○彈○	緩調○彈○	缓调○弹○	wun diau dae
緩拖拖	緩拖拖	缓拖拖	wun thou thou
碗	碗	碗	un3
碗底	碗底	碗底	un ti
碗爿	碗爿	碗爿	un bae
碗盞	碗盞	碗盏	un tsae
碗頭碗面	碗頭碗面	碗头碗面	un deu un mi
碗腳	碗腳	碗脚	un cian
碗腳	碗腳	碗脚	un ciaq
碗行	碗行	碗行	un ghaon
碗桶	碗桶	碗桶	un don
碗蔥	碗葱	碗葱	un tshon
碗頭蔥	碗頭葱	碗头葱	un deu tshon
碗桌底	碗桌底	碗桌底	un tsoq ti
畚	畚	畚	pen1
畚斗	畚斗	畚斗	pen teu
本	本	本	pen3
本事	本事	本事	pen zy
本鈿	本鈿	本钿	pen di
本生	本生	本生	pen san
本當	本當	本当	pen taon
本格	本格	本格	pen kaq
本白	本白	本白	pen baq
奔	奔	奔	pen5
奔來倒去	奔來倒去	奔来倒去	pen le tau chi
奔頭	奔頭	奔头	pen deu
奔喪	奔喪	奔丧	pen saon
奔腳頭	奔腳頭	奔脚头	pen ciaq deu
噴酥	噴酥	喷酥	phen su
噴噴酥	噴噴酥	喷喷酥	phen phen su
噴香	噴香	喷香	phen shian
噴噴香	噴噴香	喷喷香	phen phen shian
噴農藥	噴農藥	喷农药	phen non yaq
坌	坌	坌	ben2
坌地	坌地	坌地	ben di
坌橫頭	坌横頭	坌横头	ben wan deu
盆	盆	盆	ben2
盆子	盆子	盆子	ben tsy
盆子菜	盆子菜	盆子菜	ben tsy tshe
盆頭	盆頭	盆头	ben deu
盆浴	盆浴	盆浴	ben yuq
笨賊佬	笨賊佬	笨贼佬	ben zaq lau
門	門	门	men2
門邊頭	門邊頭	门边头	men pi deu
門邊沿	門邊沿	门边沿	men pi yi
門面	門面	门面	men mi
門簾	門簾	门帘	men li
門裏	門裏	门里	men li
門前牙	門前牙	门前牙	men zhi ngo
門牙	門牙	门牙	men ngo
門路	門路	门路	men lu
門牌號頭	門牌號頭	门牌号头	men ba ghau deu
門檻	門檻	门槛	men khae
門檻精	門檻精	门槛精	men khae cin
門關	門關	门关	men kuae
門軋	門軋	门轧	men gaq
門閂	門閂	门闩	men soe
門鈕	門鈕	门钮	men gnieu
門背後	門背後	门背后	men pei gheu
門⿱咋會介絕	門⿱咋會介絶	门⿱咋会介绝	men dzei ka dzyuq
門口頭	門口頭	门口头	men kheu deu
門口	門口	门口	men kheu
門槍	門槍	门枪	men chian
門枋	門枋	门枋	men faon
門門帳	門門帳	门门帐	men men cian
門桯	門桯	门桯	men thin
門框	門框	门框	men khuaon
門襟	門襟	门襟	men cin
門鈐	門鈐	门钤	men jin
門神	門神	门神	men zyun
門風	門風	门风	men fon
門○蚣	門○蚣	门○蚣	men kon
門栿	門栿	门栿	men boq
蚊蟲	蚊蟲	蚊虫	men dzon
蚊蟲依○絲	蚊蟲依○絲	蚊虫依○丝	men dzon i sy
蚊蟲香	蚊蟲香	蚊虫香	men dzon shian
悶氣特塞	悶氣特塞	闷气特塞	mhen chi daq saq
悶飽	悶飽	闷饱	mhen pau
悶痧	悶痧	闷痧	mhen so
悶冬勿響	悶冬勿響	闷冬勿响	mhen ton vaq shian
悶聲勿響	悶聲勿響	闷声勿响	mhen shin vaq shian
悶洞老虎	悶洞老虎	闷洞老虎	mhen don lau fu
悶拔拔	悶拔拔	闷拔拔	mhen baq baq
燜	燜	焖	mhen5
問	問	问	men6
問籤詩	問簽詩	问签诗	men chi sy
問案	問案	问案	men ei
捫	捫	扪	men6
捫	捫	扪	mhen5
捫碗茶杯	捫碗茶杯	扪碗茶杯	men un dzo pei
分眼分榫	分眼分榫	分眼分榫	fen ngae fen syun
分頭	分頭	分头	fen deu
分○唐○紙	分○唐○紙	分○唐○纸	fen daon tsy
粉	粉	粉	fen3
粉皮	粉皮	粉皮	fen bi
粉線袋	粉綫袋	粉线袋	fen shi de
粉燥	粉燥	粉燥	fen sau
粉粉燥	粉粉燥	粉粉燥	fen fen sau
粉刮斯燥	粉刮斯燥	粉刮斯燥	fen kuaq sy sau
粉刮的燥	粉刮的燥	粉刮的燥	fen kuaq tiq sau
粉蒸肉	粉蒸肉	粉蒸肉	fen cin gnioq
粉紅	粉紅	粉红	fen ghon
粉撲	粉撲	粉扑	fen phoq
粉筆	粉筆	粉笔	fen piq
糞箕	糞箕	粪箕	fen ci
文氣	文氣	文气	ven chi
文文氣氣	文文氣氣	文文气气	ven ven chi chi
文具店	文具店	文具店	ven jiu ti
文旦	文旦	文旦	ven tae
文昌菩薩	文昌菩薩	文昌菩萨	ven tshaon bu saq
文憑	文憑	文凭	ven bin
文明戲	文明戲	文明戏	ven min shi
甮	甮	甮	ven2
甮派	甮派	甮派	ven pha
甮講	甮講	甮讲	ven kaon
墳	墳	坟	ven2
墳墓	墳墓	坟墓	ven mou
墳碑	墳碑	坟碑	ven pei
份	份	份	ven6
登	登	登	ten1
登樣	登樣	登样	ten yan
登登樣樣	登登樣樣	登登样样	ten ten yan yan
燈罩	燈罩	灯罩	ten tsau
燈盞	燈盞	灯盏	ten tsae
燈盞爿	燈盞爿	灯盏爿	ten tsae bae
燈關熓	燈關熓	灯关𤆡	ten kuae u
燈油	燈油	灯油	ten yeu
燈蛾	燈蛾	灯蛾	ten ngou
燈心	燈心	灯心	ten shin
燈心草	燈心草	灯心草	ten shin tshau
燈心梗	燈心梗	灯心梗	ten shin kuan
燈籠	燈籠	灯笼	ten lon
燈籠褲	燈籠褲	灯笼裤	ten lon khu
燈籠辣茄	燈籠辣茄	灯笼辣茄	ten lon laq jie
燈茄	燈茄	灯茄	ten jie
燈椒	燈椒	灯椒	ten ciau
等晌	等晌	等晌	ten zaon
戥	戥	戥	ten3
戥子	戥子	戥子	ten tsy
戥盤	戥盤	戥盘	ten bun
躉注	躉注	趸注	ten tsyu
敦	敦	敦	ten5
頓	頓	顿	ten5
頓枋	頓枋	顿枋	ten faon
頓頓	頓頓	顿顿	ten ten
頓腳	頓腳	顿脚	ten ciaq
凳櫥	凳櫥	凳橱	ten dzyu
燉茶	燉茶	炖茶	ten dzo
燉老酒	燉老酒	炖老酒	ten lau cieu
燉蛋湯	燉蛋湯	炖蛋汤	ten dae thaon
膯牢	膯牢	膯牢	ten lau
吞金子	吞金子	吞金子	then cin tsy
氽	氽	氽	then3
氽○	氽○	氽○	then3
氽○褲阿舅	氽○褲阿舅	氽○裤阿舅	then khu aq jieu
氽○頭髮	氽○頭髮	氽○头发	then deu faq
氽江浮屍	氽江浮屍	氽江浮尸	then kaon veu sy
氽○缺	氽○缺	氽○缺	then chiuq
庉	庉	庉	den2
庉晌	庉晌	庉晌	den zaon
庉門	庉門	庉门	den men
謄	謄	誊	den2
臀肌○	臀肌○	臀肌○	den ci
藤椅	藤椅	藤椅	den i
藤椅	藤椅	藤椅	den iu
藤繃	藤綳	藤绷	den pan
藤韌	藤韌	藤韧	den gnin
騰騰奔	騰騰奔	腾腾奔	den den pen
屯○	屯○	屯○	den6
扽	扽	扽	den6
鈍	鈍	钝	den6
☐頭	☐頭	☐头	nhen deu
能使	能使	能使	nen sy
能可	能可	能可	nen khou
能幹	能幹	能干	nen ki
嫩	嫩	嫩	nen6
嫩勢	嫩勢	嫩势	nen syu
嫩哀哀	嫩哀哀	嫩哀哀	nen e e
嫩頭	嫩頭	嫩头	nen deu
嫩相	嫩相	嫩相	nen shian
嫩筍頭	嫩笋頭	嫩笋头	nen syun deu
惀	惀	惀	len2
惀帶	惀帶	惀带	len ta
輪轉太婆	輪轉太婆	轮转太婆	len tsoe tha bou
輪船	輪船	轮船	len zoe
輪盤	輪盤	轮盘	len bun
輪着	輪着	轮着	len zyuq
尊	尊	尊	tsen1
甑	甑	甑	tsen1
捘	捘	捘	tsen3
忖	忖	忖	tshen3
忖頭	忖頭	忖头	tshen deu
忖紋理	忖紋理	忖纹理	tshen ven li
忖心事	忖心事	忖心事	tshen shin zy
寸金糖	寸金糖	寸金糖	tshen cin daon
襯裏布衫	襯裏布衫	衬里布衫	tshen li pu sae
襯裏褲	襯裏褲	衬里裤	tshen li khu
襯布	襯布	衬布	tshen pu
襯鞋底	襯鞋底	衬鞋底	tshen gha ti
襯衫	襯衫	衬衫	tshen sae
襯頭	襯頭	衬头	tshen deu
襯領	襯領	衬领	tshen lin
襯裙	襯裙	衬裙	tshen jiun
存心	存心	存心	dzen shin
生三	生三	生三	sen sae
生四	生四	生四	sen sy
生油	生油	生油	sen yeu
生髮油	生髮油	生发油	sen faq yeu
孫子	孫子	孙子	sen tsy
孫女婿	孫女婿	孙女婿	sen gniu shi
孫囡	孫囡	孙囡	sen noe
孫新婦	孫新婦	孙新妇	sen shin vu
蔘燕店	參燕店	参燕店	sen i ti
滲	滲	渗	sen5
滲人	滲人	渗人	sen gnin
䚮	䚮	䚮	zen2
層	層	层	zen2
☐	☐	☐	zen6
根	根	根	ken1
根頭	根頭	根头	ken deu
根腳	根腳	根脚	ken ciaq
跟屁屙蟲	跟屁屙蟲	跟屁屙虫	ken phi ou dzon
肯肯	肯肯	肯肯	khen khen
啃	啃	啃	khen3
掯腦子卜	掯腦子卜	掯脑子卜	khen nau tsy boq
艮	艮	艮	gen6
艮古古	艮古古	艮古古	gen ku ku
艮頭艮腦	艮頭艮腦	艮头艮脑	gen deu gen nau
艮頭	艮頭	艮头	gen deu
𨆪	𨆪	𫏕	gen6
狠	狠	狠	hen3
洵	洵	洵	hen5
脪陽𣝗	脪陽𣝗	脪阳𣝗	hen yan waq
浫	浫	浫	hen5
浫水紙	浫水紙	浫水纸	hen syu tsy
☐	☐	☐	hen5
痕	痕	痕	ghen2
恨使命	恨使命	恨使命	ghen sy min
恨使老命	恨使老命	恨使老命	ghen sy lau min
冰	冰	冰	pin1
冰水	冰水	冰水	pin syu
冰淇淋	冰淇淋	冰淇淋	pin ji lin
冰冷	冰冷	冰冷	pin lan
冰冰冷	冰冰冷	冰冰冷	pin pin lan
冰刮斯冷	冰刮斯冷	冰刮斯冷	pin kuaq sy lan
冰冷氣出	冰冷氣出	冰冷气出	pin lan chi tshyuq
冰糖	冰糖	冰糖	pin daon
冰糖甲魚	冰糖甲魚	冰糖甲鱼	pin daon ciaq ng
冰瀴	冰瀴	冰瀴	pin in
冰冰瀴	冰冰瀴	冰冰瀴	pin pin in
冰雹	冰雹	冰雹	pin boq
兵	兵	兵	pin1
嬪相	嬪相	嫔相	pin shian
丙	丙	丙	pin3
併○	併○	并○	pin3
併下飯	併下飯	并下饭	pin gho vae
併盆籃	併盆籃	并盆篮	pin ben lae
鬢腳	鬢腳	鬓脚	pin ciaq
乒乓球	乒乓球	乒乓球	phin phan jieu
拼盆	拼盆	拼盆	phin ben
拼攏	拼攏	拼拢	phin lon
姘頭	姘頭	姘头	phin deu
品藍	品藍	品蓝	phin lae
聘金	聘金	聘金	phin cin
聘禮	聘禮	聘礼	phin li
平	平	平	bin2
平地	平地	平地	bin di
平菇	平菇	平菇	bin ku
平輩	平辈	平辈	bin pei
平房	平房	平房	bin vaon
平屋	平屋	平屋	bin oq
平頂頭	平頂頭	平顶头	bin tin deu
平準	平準	平准	bin tsyun
平腳	平腳	平脚	bin ciaq
平腳板	平腳板	平脚板	bin ciaq pae
平腳褲	平腳褲	平脚裤	bin ciaq khu
平鑊蓋	平鑊蓋	平镬盖	bin ghoq ke
平直	平直	平直	bin jiq
屏風馬	屏風馬	屏风马	bin fon mo
瓶	瓶	瓶	bin2
瓶蓋頭	瓶蓋頭	瓶盖头	bin ke deu
評書	評書	评书	bin syu
蘋果	蘋果	苹果	bin kou
蘋果綠	蘋果綠	苹果绿	bin kou loq
病字頭	病字頭	病字头	bin zy deu
病孤獨	病孤獨	病孤独	bin ku doq
民事	民事	民事	min zy
名字戒	名字戒	名字戒	min zy ka
明年子	明年子	明年子	min gni tsy
明年	明年	明年	min gni
明顯顯	明顯顯	明显显	min shi shi
明府鯗	明府鮝	明府鲞	min fu shian
明朝	明朝	明朝	min ciau
明朝子	明朝子	明朝子	min ciau tsy
明朝會	明朝會	明朝会	min ciau wei
明蝦	明蝦	明虾	min huo
明當當	明當當	明当当	min taon taon
明堂	明堂	明堂	min daon
明蓆	明席	明席	min zhiq
抿子	抿子	抿子	min tsy
抿子梗	抿子梗	抿子梗	min tsy kuan
䐇	䐇	䐇	min6
丁	丁	丁	tin1
丁獅子	丁獅子	丁狮子	tin sy tsy
叮崩○擔	叮崩○擔	叮崩○担	tin pon tae
釘	釘	钉	tin1
釘子	釘子	钉子	tin tsyu
釘鞋	釘鞋	钉鞋	tin gha
釘耙	釘耙	钉耙	tin bo
釘碗	釘碗	钉碗	tin un
頂	頂	顶	tin3
頂頂	頂頂	顶顶	tin tin
頂好	頂好	顶好	tin hau
頂頭摸腳	頂頭摸腳	顶头摸脚	tin deu moq ciaq
頂硬骨粒	頂硬骨粒	顶硬骨粒	tin ngan kuaq liq
頂僵骨粒	頂僵骨粒	顶僵骨粒	tin cian kuaq liq
頂讓	頂讓	顶让	tin gnian
頂進	頂進	顶进	tin cin
頂真	頂真	顶真	tin tsyun
濎	濎	濎	tin5
聽○	聽○	听○	thin1
聽	聽	听	thin1
聽回話	聽回話	听回话	thin wei wo
聽頭	聽頭	听头	thin deu
聽頭罐頭	聽頭罐頭	听头罐头	thin deu kun deu
聽頭貨	聽頭貨	听头货	thin deu hou
聽張	聽張	听张	thin cian
聽明	聽明	听明	thin min
挺兵	挺兵	挺兵	thin pin
挺卒	挺卒	挺卒	thin tsaq
挺括	挺括	挺括	thin kuaq
停	停	停	din2
停當	停當	停当	din taon
停停當當	停停當當	停停当当	din din taon taon
定	定	定	din6
定規	定規	定规	din kuei
定堅	定堅	定坚	din ci
定頭鈿	定頭鈿	定头钿	din deu di
定頭洋	定頭洋	定头洋	din deu yan
定洋	定洋	定洋	din yan
定定個	定定個	定定个	din din kou
定定心心	定定心心	定定心心	din din shin shin
定親	定親	定亲	din chin
錠	錠	锭	din6
錠炭	錠炭	锭炭	din thae
拎水	拎水	拎水	lhin syu
拎包	拎包	拎包	lhin pau
菱	菱	菱	lin2
菱粉	菱粉	菱粉	lin fen
菱角	菱角	菱角	lin koq
翎子	翎子	翎子	lin tsy
